R1-PA1:VH,R1-PM1:V,R1-PA2:VH,R1-PM2:V,R1-PA3:VH,R1-PM3:V,R1-PA4:IH,R1-PM4:I,R1-PA5:IH,R1-PM5:I,R1-PA6:IH,R1-PM6:I,R1-PA7:VH,R1-PM7:V,R1-PA8:VH,R1-PM8:V,R1-PA9:VH,R1-PM9:V,R1-PA10:IH,R1-PM10:I,R1-PA11:IH,R1-PM11:I,R1-PA12:IH,R1-PM12:I,R1:F,R1:DF,R1-PA:Z,R1-PA:ZH,R1:S,R2-PA1:VH,R2-PM1:V,R2-PA2:VH,R2-PM2:V,R2-PA3:VH,R2-PM3:V,R2-PA4:IH,R2-PM4:I,R2-PA5:IH,R2-PM5:I,R2-PA6:IH,R2-PM6:I,R2-PA7:VH,R2-PM7:V,R2-PA8:VH,R2-PM8:V,R2-PA9:VH,R2-PM9:V,R2-PA10:IH,R2-PM10:I,R2-PA11:IH,R2-PM11:I,R2-PA12:IH,R2-PM12:I,R2:F,R2:DF,R2-PA:Z,R2-PA:ZH,R2:S,R3-PA1:VH,R3-PM1:V,R3-PA2:VH,R3-PM2:V,R3-PA3:VH,R3-PM3:V,R3-PA4:IH,R3-PM4:I,R3-PA5:IH,R3-PM5:I,R3-PA6:IH,R3-PM6:I,R3-PA7:VH,R3-PM7:V,R3-PA8:VH,R3-PM8:V,R3-PA9:VH,R3-PM9:V,R3-PA10:IH,R3-PM10:I,R3-PA11:IH,R3-PM11:I,R3-PA12:IH,R3-PM12:I,R3:F,R3:DF,R3-PA:Z,R3-PA:ZH,R3:S,R4-PA1:VH,R4-PM1:V,R4-PA2:VH,R4-PM2:V,R4-PA3:VH,R4-PM3:V,R4-PA4:IH,R4-PM4:I,R4-PA5:IH,R4-PM5:I,R4-PA6:IH,R4-PM6:I,R4-PA7:VH,R4-PM7:V,R4-PA8:VH,R4-PM8:V,R4-PA9:VH,R4-PM9:V,R4-PA10:IH,R4-PM10:I,R4-PA11:IH,R4-PM11:I,R4-PA12:IH,R4-PM12:I,R4:F,R4:DF,R4-PA:Z,R4-PA:ZH,R4:S,control_panel_log1,control_panel_log2,control_panel_log3,control_panel_log4,relay1_log,relay2_log,relay3_log,relay4_log,snort_log1,snort_log2,snort_log3,snort_log4,marker
71.5910765,131484.2279,-48.38055622,131434.0813,-168.392296,131534.3744,68.22781424,430.49161,-51.92143539,429.20984,-172.0019301,429.94228,71.60826524,131484.2279,0,0,0,0,68.10749311,429.94228,0,0,0,0,60,0,8.641910078,0.055503593,0,65.12420766,129960.1328,-54.8135385,129813.8516,-174.8666397,130045.2422,-120.0338811,434.7781982,119.9844442,435.5506897,-0.024719238,435.3618774,65.14618038,129937.7031,0,0,0,0,-120.0228981,435.2245483,0,0,0,0,60,0,8.50635026,-3.051440116,0,65.12238299,129503.4396,-54.83779057,129478.3663,-174.826612,129528.5128,-120.0690355,432.1396,120.0461172,431.59027,-0.034377468,431.22405,65.15676046,129503.4396,0,0,0,0,-120.0174693,431.59027,0,0,0,0,60.001,0,8.499343069,-3.048352645,0,71.6426427,131509.3012,-48.34617875,130882.4694,-168.3350002,131559.4477,68.22208467,426.6463,-51.67506354,426.6463,-171.7555582,426.46319,71.65410186,131333.7883,0,0,0,0,68.26792129,426.6463,0,0,0,0,60,0,8.752013493,0.061400435,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
71.44783705,131409.0081,-48.52379567,131358.8615,-168.541265,131459.1546,68.09030437,430.67472,-52.06467484,429.20984,-172.1508991,430.12539,71.46502579,131409.0081,0,0,0,0,67.96425366,429.94228,0,0,0,0,59.999,0,8.629728188,0.055040901,0,64.9758901,129879.3281,-54.97284242,129736.0859,-175.0204556,129965.6172,-120.2096628,435.0757446,119.8580993,435.8539429,-0.167541512,435.8024597,64.99786282,129858.9531,0,0,0,0,-120.1767003,435.5735779,0,0,0,0,60,0,8.495755475,-3.050544954,0,64.97914355,129428.2197,-54.9867596,129403.1465,-174.9813106,129453.293,-120.1778975,432.32271,119.8971482,431.77338,-0.200535228,431.59027,65.00779144,129428.2197,0,0,0,0,-120.1607088,431.95649,0,0,0,0,60,0,8.48748642,-3.050004227,0,71.49940325,131434.0813,-48.4894182,130807.2496,-168.4725101,131509.3012,68.07311564,426.82941,-51.85841004,427.01252,-171.9732822,426.82941,71.51659199,131258.5685,0,0,0,0,68.0845748,426.82941,0,0,0,0,60,0,8.740281197,0.060738124,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
71.41345959,131383.9348,-48.56390272,131333.7883,-168.5756425,131459.1546,68.03300859,430.49161,-52.11051147,429.39295,-172.1910062,430.3085,71.43064832,131383.9348,0,0,0,0,67.91268746,430.12539,0,0,0,0,60,0,8.639432909,0.055380283,0,64.93744297,129877.5625,-55.0058015,129731.2344,-175.0589096,129956.7969,-120.2645912,435.1501465,119.8196454,435.9741211,-0.227966315,435.8196411,64.95941569,129854.9375,0,0,0,0,-120.2206458,435.6479492,0,0,0,0,59.99900055,0,8.492343811,-3.049892054,0,64.9390365,129428.2197,-55.02113707,129403.1465,-175.0271473,129428.2197,-120.2466525,432.50582,119.8627707,431.77338,-0.240642274,431.59027,64.96768439,129428.2197,0,0,0,0,-120.212275,431.95649,0,0,0,0,59.999,0,8.481452182,-3.048877055,0,71.46502579,131434.0813,-48.53525483,130807.2496,-168.5126171,131484.2279,68.07884522,427.01252,-51.91570582,427.19563,-172.0133893,426.82941,71.48221452,131233.4952,0,0,0,0,68.05019733,427.01252,0,0,0,0,60,0,8.735421404,0.059518501,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
71.39054127,131383.9348,-48.58682103,131333.7883,-168.5985608,131459.1546,68.02727902,430.49161,-52.13342978,429.39295,-172.2196541,430.3085,71.40773001,131383.9348,0,0,0,0,67.89549872,430.12539,0,0,0,0,60,0,8.637881441,0.054801636,0,64.91547025,129867.2344,-55.02227933,129724.6797,-175.0808754,129951.3672,-120.2700827,435.0242615,119.7976658,435.9454956,-0.2444458,435.8768311,64.94293444,129846.8125,0,0,0,0,-120.2371202,435.6193542,0,0,0,0,60,0,8.496143814,-3.050658998,0,64.92184777,129403.1465,-55.04405538,129378.0732,-175.044336,129428.2197,-120.2409229,432.50582,119.8513116,431.77338,-0.269290164,431.77338,64.95049566,129403.1465,0,0,0,0,-120.2180046,431.95649,0,0,0,0,60,0,8.477457897,-3.04997749,0,71.44783705,131434.0813,-48.54671398,130782.1763,-168.541265,131484.2279,68.03300859,426.82941,-51.93289455,427.19563,-172.0534963,426.82941,71.45929621,131233.4952,0,0,0,0,68.02154944,427.01252,0,0,0,0,60,0,8.740556327,0.060257789,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
71.3848117,131383.9348,-48.59255061,131333.7883,-168.5985608,131434.0813,67.99863113,430.67472,-52.14488893,429.20984,-172.2139245,430.12539,71.40200043,131383.9348,0,0,0,0,67.88403957,429.94228,0,0,0,0,60,0,8.630929061,0.055768135,0,64.90997195,129867.8672,-55.03326569,129724.1406,-175.0808754,129948.9609,-120.2316287,435.1558838,119.7756999,435.7852783,-0.238952647,435.7566833,64.93744297,129848.3281,0,0,0,0,-120.2261372,435.5678711,0,0,0,0,60,0,8.489836878,-3.052152621,0,64.91611819,129403.1465,-55.04405538,129403.1465,-175.0500656,129428.2197,-120.2409229,432.50582,119.8398524,431.95649,-0.240642274,431.22405,64.94476608,129403.1465,0,0,0,0,-120.212275,431.77338,0,0,0,0,59.999,0,8.482767872,-3.048713331,0,71.44210747,131434.0813,-48.54671398,130807.2496,-168.5355354,131484.2279,68.02727902,427.01252,-51.93289455,427.01252,-172.0477667,426.82941,71.45929621,131233.4952,0,0,0,0,68.02154944,427.01252,0,0,0,0,60,0,8.731988667,0.060224702,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
71.31605676,131383.9348,-48.65557596,131333.7883,-168.6673157,131434.0813,67.90695788,430.67472,-52.19645514,429.39295,-172.2998682,430.3085,71.33324549,131383.9348,0,0,0,0,67.80955505,430.12539,0,0,0,0,59.999,0,8.631242318,0.05654315,0,64.83856232,129866.9375,-55.09918385,129718.3594,-175.1468004,129943.4297,-120.3030452,435.0013733,119.726263,436.0141602,-0.315856949,435.836792,64.87152481,129841.7656,0,0,0,0,-120.2975537,435.6136475,0,0,0,0,60,0,8.496083235,-3.051851462,0,64.84163367,129403.1465,-55.11281031,129378.0732,-175.1130909,129428.2197,-120.3039482,432.68893,119.7653679,431.77338,-0.320856365,431.77338,64.87601114,129403.1465,0,0,0,0,-120.2867595,432.1396,0,0,0,0,60,0,8.474346779,-3.050392834,0,71.37908212,131434.0813,-48.62119849,130807.2496,-168.5985608,131484.2279,67.94706492,427.19563,-51.99591991,427.37874,-172.1050625,426.82941,71.3848117,131233.4952,0,0,0,0,67.9527945,427.01252,0,0,0,0,60,0,8.731675358,0.061457047,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
71.12698069,131358.8615,-48.85038161,131308.715,-168.8621214,131434.0813,67.72934096,430.85783,-52.37407205,429.20984,-172.4774851,430.3085,71.14416942,131358.8615,0,0,0,0,67.63193814,430.12539,0,0,0,0,60,0,8.620212142,0.056210387,0,64.6572891,129864.5391,-55.29693831,129712.6797,-175.3390566,129947.2969,-120.5502297,435.1730347,119.5339932,435.9855652,-0.49713137,436.088562,64.67926182,129839.0234,0,0,0,0,-120.5007928,435.7509766,0,0,0,0,60,0,8.494013168,-3.050271384,0,64.6525576,129403.1465,-55.30761596,129378.0732,-175.3078966,129403.1465,-120.4930243,432.50582,119.5762918,431.77338,-0.492743704,431.77338,64.68693507,129403.1465,0,0,0,0,-120.470106,431.95649,0,0,0,0,60,0,8.48336429,-3.050458878,0,71.19000605,131409.0081,-48.81027457,130782.1763,-168.799096,131484.2279,67.78663674,427.01252,-52.19645514,427.19563,-172.2941386,426.82941,71.19573562,131233.4952,0,0,0,0,67.76371843,427.01252,0,0,0,0,60,0,8.734262042,0.05999362,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.50818627,131258.5685,-49.46917603,131208.4219,-169.4751862,131308.715,66.81833807,444.59108,-53.31372284,443.1262,-173.388488,444.04175,70.525375,131258.5685,0,0,0,0,66.70374651,444.04175,0,0,0,0,59.999,0,8.353206994,0.061252606,0,63.81683432,129656.5547,-56.12091184,129507.4375,-176.1685284,129742.0625,-121.1764624,449.1691589,118.9242622,449.838623,-1.167297365,449.8272095,63.84429851,129634.2266,0,0,0,0,-121.1380085,449.6097412,0,0,0,0,60,0,8.205859693,-3.053608193,0,63.81603922,129202.5603,-56.14986392,129177.487,-176.1329558,129227.6336,-121.2092216,446.05596,118.9403087,445.50663,-1.186022636,445.87285,63.85041669,129202.5603,0,0,0,0,-121.1519258,445.87285,0,0,0,0,60,0,8.213394469,-3.052397539,0,70.56548205,131308.715,-49.43479856,130681.8832,-169.4178904,131383.9348,66.80687891,440.74577,-53.13610592,441.11199,-173.1994119,440.37955,70.57121163,131108.1288,0,0,0,0,66.82979722,440.74577,0,0,0,0,59.999,0,8.463666265,0.067530678,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.30765104,131208.4219,-49.66398168,131158.2754,-169.681451,131258.5685,66.57196622,444.9573,-53.52571722,443.1262,-173.6119415,443.85864,70.32483977,131208.4219,0,0,0,0,66.48029297,444.04175,0,0,0,0,60,0,8.336536863,0.063152193,0,63.61358838,129583.7891,-56.33514414,129446.5156,-176.3827505,129677.9063,-121.4016811,449.3465576,118.6990435,449.8043213,-1.376037658,449.9874268,63.6355611,129568.7969,0,0,0,0,-121.3577357,449.7127686,0,0,0,0,60,0,8.197427651,-3.053426298,0,63.61550399,129127.3405,-56.35612873,129102.2672,-176.3506798,129152.4138,-121.3982976,446.42218,118.6939368,446.05596,-1.403746598,445.87285,63.63842231,129127.3405,0,0,0,0,-121.3696497,446.05596,0,0,0,0,60,0,8.204278429,-3.052383968,0,70.36494682,131258.5685,-49.63533379,130606.6634,-169.6184257,131308.715,66.57769579,440.56266,-53.35955946,441.47821,-173.388488,440.37955,70.37640598,131057.9823,0,0,0,0,66.61207326,440.74577,0,0,0,0,60,0,8.476746123,0.068625024,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.17587075,131208.4219,-49.7900324,131158.2754,-169.8017722,131258.5685,66.41153803,444.9573,-53.6345792,443.49242,-173.7494514,444.04175,70.19305948,131208.4219,0,0,0,0,66.3427831,444.22486,0,0,0,0,59.999,0,8.340339723,0.064473279,0,63.48724354,129591.375,-56.46148898,129452.6875,-176.5036039,129688.8281,-121.5170293,449.5754395,118.5672072,450.0160217,-1.480407751,450.0675049,63.50921626,129577.2266,0,0,0,0,-121.4730839,449.8843994,0,0,0,0,60,0,8.195884314,-3.053504373,0,63.48945328,129152.4138,-56.48217944,129102.2672,-176.4710009,129177.487,-121.5243483,446.60529,118.5908044,446.05596,-1.512608579,445.50663,63.51237159,129152.4138,0,0,0,0,-121.4785117,446.05596,0,0,0,0,60,0,8.19850156,-3.051194201,0,70.23316653,131233.4952,-49.76711409,130606.6634,-169.7387468,131308.715,66.48029297,440.74577,-53.50279891,441.2951,-173.5088091,440.37955,70.24462568,131057.9823,0,0,0,0,66.4974817,440.74577,0,0,0,0,59.999,0,8.467196699,0.067259558,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.15295244,131208.4219,-49.81868029,131183.3486,-169.8361496,131283.6417,66.41153803,444.77419,-53.66895667,443.67553,-173.7723697,443.85864,70.16441159,131208.4219,0,0,0,0,66.31986479,444.04175,0,0,0,0,60,0,8.348543501,0.064090326,0,63.45428788,129603.0781,-56.4834617,129468.1641,-176.5310749,129699.3125,-121.5445004,449.644104,118.5397362,449.9130249,-1.524353081,450.0961304,63.48175207,129587.4609,0,0,0,0,-121.5115379,449.8901367,0,0,0,0,60,0,8.190938802,-3.053808509,0,63.45507581,129152.4138,-56.50509776,129127.3405,-176.4996488,129152.4138,-121.5529962,446.42218,118.556427,445.87285,-1.546986047,445.87285,63.48945328,129152.4138,0,0,0,0,-121.5186188,446.05596,0,0,0,0,60,0,8.203524141,-3.052492825,0,70.19878906,131258.5685,-49.7900324,130631.7367,-169.7731243,131308.715,66.42872677,440.56266,-53.50279891,441.2951,-173.5832936,440.56266,70.21597779,131057.9823,0,0,0,0,66.45737466,440.92888,0,0,0,0,60,0,8.468315928,0.067610092,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.14722286,131233.4952,-49.83013944,131183.3486,-169.8418792,131283.6417,66.3427831,444.9573,-53.65176794,443.67553,-173.795288,443.67553,70.15868201,131233.4952,0,0,0,0,66.29694647,444.22486,0,0,0,0,60,0,8.341472651,0.066858169,0,63.44879641,129605.2344,-56.48895317,129469.0469,-176.5420578,129691.8125,-121.5499918,449.6212158,118.5287533,449.8901367,-1.546325693,449.9588013,63.4762606,129588.5391,0,0,0,0,-121.5170293,449.8272095,0,0,0,0,60,0,8.189450065,-3.05369804,0,63.44934623,129152.4138,-56.51655691,129127.3405,-176.5053784,129177.487,-121.5587258,446.42218,118.5392382,446.05596,-1.529797313,445.68974,63.47799412,129152.4138,0,0,0,0,-121.5128892,446.05596,0,0,0,0,59.999,0,8.209179242,-3.051931716,0,70.19305948,131258.5685,-49.7900324,130631.7367,-169.7845834,131308.715,66.42872677,440.74577,-53.52571722,441.2951,-173.5890232,440.74577,70.21024822,131083.0556,0,0,0,0,66.44018592,440.92888,0,0,0,0,60,0,8.463690015,0.066958477,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.10711581,131233.4952,-49.86451691,131183.3486,-169.8705271,131283.6417,66.37143099,445.14041,-53.69187498,443.49242,-173.8411246,443.85864,70.13003412,131233.4952,0,0,0,0,66.28548732,444.04175,0,0,0,0,60,0,8.329674108,0.064095797,0,63.42132539,129622.2734,-56.52191225,129478.0547,-176.5750203,129697.0078,-121.5939373,449.3637085,118.4902993,449.8558044,-1.540832513,449.9702454,63.44329811,129598.9141,0,0,0,0,-121.5445004,449.7299194,0,0,0,0,60,0,8.204888326,-3.053418883,0,63.41496877,129152.4138,-56.55093438,129152.4138,-176.5282967,129177.487,-121.6045624,446.23907,118.5163199,446.23907,-1.581363515,445.68974,63.44934623,129152.4138,0,0,0,0,-121.5529962,446.05596,0,0,0,0,60,0,8.215051089,-3.051340152,0,70.16441159,131258.5685,-49.83586902,130631.7367,-169.8132313,131333.7883,66.40580846,440.92888,-53.54863553,441.11199,-173.5947528,440.56266,70.17587075,131083.0556,0,0,0,0,66.42872677,440.74577,0,0,0,0,60,0,8.456304891,0.067155085,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.08992708,131233.4952,-49.88170564,131183.3486,-169.8877158,131283.6417,66.32559436,444.77419,-53.70333414,443.30931,-173.8583134,443.85864,70.10711581,131233.4952,0,0,0,0,66.26256901,444.04175,0,0,0,0,60,0,8.340831686,0.064606746,0,63.39935267,129631.9766,-56.54388497,129479.3828,-176.5914947,129714.1953,-121.6323912,449.4667053,118.4628283,449.953064,-1.562805232,449.8729858,63.42682369,129608.2734,0,0,0,0,-121.5774628,449.7699585,0,0,0,0,60,0,8.204030177,-3.052548312,0,63.40350961,129177.487,-56.56239354,129152.4138,-176.551215,129202.5603,-121.6332103,446.23907,118.5105903,445.87285,-1.569904359,445.87285,63.4321575,129177.487,0,0,0,0,-121.5587258,446.05596,0,0,0,0,60,0,8.215815154,-3.051510392,0,70.14722286,131283.6417,-49.8415986,130656.81,-169.8361496,131333.7883,66.35424225,440.74577,-53.56582427,441.11199,-173.6405894,440.92888,70.15868201,131083.0556,0,0,0,0,66.38861972,440.92888,0,0,0,0,60,0,8.463474904,0.067315647,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.02690172,131258.5685,-49.93327185,131208.4219,-169.9507412,131308.715,66.29694647,444.9573,-53.75490034,443.1262,-173.8926908,443.67553,70.04409045,131258.5685,0,0,0,0,66.21673238,443.85864,0,0,0,0,59.999,0,8.334306589,0.063954606,0,63.34442429,129641.8672,-56.59881676,129505.0391,-176.6464231,129728.4922,-121.6598486,449.1062012,118.4353709,449.7756958,-1.612243742,449.7070313,63.36639701,129625.8047,0,0,0,0,-121.6104117,449.5410767,0,0,0,0,59.99900055,0,8.211371576,-3.053241414,0,63.34621383,129177.487,-56.61395974,129152.4138,-176.6199699,129202.5603,-121.679047,446.23907,118.447565,446.05596,-1.62147056,445.68974,63.36913214,129177.487,0,0,0,0,-121.6160216,446.05596,0,0,0,0,59.999,0,8.218273636,-3.051311222,0,70.08992708,131283.6417,-49.91035353,130656.81,-169.8819863,131358.8615,66.30840563,440.56266,-53.62312005,441.2951,-173.6635077,440.56266,70.10138623,131108.1288,0,0,0,0,66.3427831,440.74577,0,0,0,0,60,0,8.4753077,0.067941908,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
70.02690172,131258.5685,-49.944731,131208.4219,-169.9507412,131308.715,66.28548732,444.9573,-53.74917076,443.30931,-173.9156091,443.67553,70.04409045,131258.5685,0,0,0,0,66.20527323,444.04175,0,0,0,0,60,0,8.333651005,0.06457506,0,63.33893282,129656.9453,-56.60431165,129490.6953,-176.6629112,129726.8828,-121.6873196,449.3408203,118.4024084,449.7127686,-1.623229995,449.672699,63.36639701,129623.4531,0,0,0,0,-121.6378827,449.5754395,0,0,0,0,60,0,8.205983919,-3.052735534,0,63.34048425,129202.5603,-56.61968931,129152.4138,-176.6199699,129202.5603,-121.6962357,446.42218,118.4590241,445.68974,-1.65011845,445.68974,63.36913214,129177.487,0,0,0,0,-121.6332103,446.05596,0,0,0,0,60,0,8.204906681,-3.051194381,0,70.0841975,131308.715,-49.91608311,130656.81,-169.8877158,131358.8615,66.31413521,440.74577,-53.6345792,441.11199,-173.7036147,440.74577,70.09565666,131108.1288,0,0,0,0,66.33132394,440.92888,0,0,0,0,60,0,8.463974419,0.066871744,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
75.63615854,132537.3052,-44.32974461,132512.232,-164.347214,132587.4518,74.77099226,327.58379,-45.18345172,326.30202,-165.3670788,326.48513,75.65334727,132537.3052,0,0,0,0,74.74234437,326.85135,0,0,0,0,60.003,0,11.42880884,0.015832568,0,70.75470142,131629.75,-49.18304474,131484.3125,-169.2306545,131709.375,-116.1007713,331.4151611,123.9669772,331.9415894,3.842468486,332.0217285,70.78216561,131608.1563,0,0,0,0,-116.0952798,331.7928467,0,0,0,0,60.00299835,0,11.28445983,-3.021990415,0,70.75455812,131158.2754,-49.20561545,131133.2021,-169.2001665,131183.3486,-116.0812493,329.04867,123.9766077,329.23178,3.827358071,329.04867,70.78893559,131158.2754,0,0,0,0,-116.0869789,329.04867,0,0,0,0,60.003,0,11.30801535,-3.021542486,0,75.69918389,132587.4518,-44.27817841,131935.5467,-164.2899182,132637.5983,74.94860918,324.47092,-45.09177848,324.83714,-165.1149774,324.1047,75.71064305,132386.8656,0,0,0,0,74.91996129,324.47092,0,0,0,0,60.003,0,11.61199164,0.014121921,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
75.83669376,132587.4518,-44.12920938,132537.3052,-164.1466787,132637.5983,74.9428796,328.13312,-44.97145734,326.48513,-165.2238394,326.30202,75.8538825,132587.4518,0,0,0,0,74.91996129,327.03446,0,0,0,0,60.001,0,11.39068236,0.018042871,0,70.95794736,131669.5156,-48.9797988,131521.4844,-169.0274154,131751.3438,-115.9085151,331.5696716,124.142759,331.8214417,4.144592512,331.8099976,70.98541155,131645.2344,0,0,0,0,-115.8700612,331.7298889,0,0,0,0,60.00099945,0,11.29545762,-3.021147579,0,70.96082293,131208.4219,-48.99935064,131183.3486,-168.9939017,131208.4219,-115.949469,329.41489,124.2115204,328.86556,4.102377813,328.49934,70.98947082,131183.3486,0,0,0,0,-115.8807141,328.86556,0,0,0,0,60.001,0,11.28957172,-3.01739533,0,75.89971912,132612.525,-44.07764318,131985.6933,-164.0836534,132687.7448,75.13195568,324.65403,-44.83394747,325.02025,-164.9488196,324.28781,75.91117828,132437.0121,0,0,0,0,75.12049652,324.65403,0,0,0,0,60.001,0,11.5951987,0.015263388,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
75.88253039,132035.8398,-44.08337276,131985.6933,-164.1065717,132085.9864,74.81682889,329.23178,-45.05740101,328.31623,-165.2352985,327.95001,75.89971912,132035.8398,0,0,0,0,74.84547678,328.49934,0,0,0,0,60,0,11.34180085,0.021747125,0,70.96893714,131095.9219,-48.97430392,130939.6016,-169.0274154,131183.1406,-115.8865356,333.0802917,124.1757215,333.5552368,4.100647075,333.2862854,70.99090986,131072.3125,0,0,0,0,-115.8700612,333.3034668,0,0,0,0,60,0,11.18717411,-3.02091573,0,70.9665525,130631.7367,-48.99362106,130606.6634,-168.9939017,130656.81,-115.9036324,330.51355,124.2229796,330.33044,4.062270767,330.14733,70.99520039,130631.7367,0,0,0,0,-115.8692549,330.33044,0,0,0,0,59.999,0,11.20367576,-3.019611977,0,75.95128532,132085.9864,-44.03180656,131434.0813,-164.0320872,132136.1329,75.02309369,326.11891,-44.94853903,325.9358,-165.0404929,325.38647,75.96274448,131885.4002,0,0,0,0,75.01163454,325.75269,0,0,0,0,59.999,0,11.48533087,0.018022274,0,0,0,0,0,0,0,0,0,0,0,0,0,Natural
-68.13041142,130130.2713,171.9045273,129528.5128,51.90424666,130180.4178,-67.81528463,448.6195,167.9969551,472.4238,52.80951998,444.04175,-68.10749311,129954.7584,0,0,0,0,-69.0700622,454.66213,-10.97787135,15.19813,123.4781344,14.6488,59.993,0.03,9.056101893,-0.017572093,0,-75.45281204,127798.4572,164.5706675,127773.3839,44.58757562,127823.5305,104.816899,454.47902,-19.2284636,477.9171,-134.5935157,450.08438,-75.43562331,127798.4572,0,0,0,0,103.6022285,460.52165,162.1241377,15.01502,-63.63269273,14.28258,59.991,0.03,8.750262181,3.125375891,0,-75.48145993,127773.3839,164.5420196,127723.2374,44.54173899,127823.5305,104.5418793,450.63371,-19.698289,475.90289,-134.7768621,449.53505,-75.47000077,127773.3839,0,0,0,0,103.2985609,458.32433,161.8605771,14.6488,-67.01314372,15.74746,59.993,0.03,8.90200379,3.122590413,0,-68.23333709,130538.5313,171.8179302,130384.5156,51.7758187,130630.7422,-67.964173,447.8015747,167.9837078,470.7355347,52.69866947,444.2481995,-68.22235415,130516.9297,0,0,0,0,-69.1452015,453.9584961,-11.79656998,14.45960999,122.5662284,14.34516907,59.99300003,0.029999999,9.08382689,-0.017990256,0,0,0,0,0,0,0,0,0,0,0,0,0,Attack
-68.72628753,129954.7584,171.2914624,129352.9999,51.30264098,130029.9782,-68.89817486,452.2817,167.3036762,473.70557,51.61203819,448.6195,-68.70909879,129779.2455,0,0,0,0,-70.03836088,457.95811,-11.66542071,13.73325,121.4842413,13.18392,59.997,0.01,8.877161976,-0.009246046,0,-76.08879519,127622.9443,163.9576027,127597.871,43.95732204,127648.0176,103.6709835,458.69055,-19.95612,478.83265,-135.75662,454.29591,-76.0601473,127622.9443,0,0,0,0,102.6110115,463.63452,159.5057206,13.55014,-64.8359041,12.8177,59.997,0.01,8.562632091,3.1356067,0,-76.11744308,127597.871,163.9232252,127547.7245,43.90575584,127648.0176,103.5449327,454.47902,-20.27697637,477.00155,-135.7050538,451.91548,-76.10025435,127597.871,0,0,0,0,102.4677721,460.88787,159.0301656,13.73325,-65.78128446,14.28258,59.997,0.01,8.731729082,3.13463121,0,-68.84857321,130377.5625,171.2136906,130233,51.160586,130470.1641,-68.9584368,450.6282959,167.3684717,471.2104797,51.59454548,447.7672729,-68.82110902,130359.9297,0,0,0,0,-70.04059149,456.2759399,-12.49420209,12.96615601,120.7424995,12.92610168,59.99700165,0.01,8.923850397,-0.01110199,0,0,0,0,0,0,0,0,0,0,0,0,0,Attack
-68.98411853,130055.0515,171.0450906,129453.293,51.04480997,130130.2713,-69.40237772,454.1128,167.0515747,473.52246,51.19950857,449.53505,-68.9669298,129879.5386,0,0,0,0,-70.42797218,458.87366,-14.03746598,13.18392,122.5327541,12.45148,59.999,0.01,8.801175595,-0.001825973,0,-76.32370789,127723.2374,163.6997716,127698.1641,43.71095019,127748.3107,103.1667806,459.78921,-20.23113975,479.01576,-136.2952003,455.76079,-76.30651916,127723.2374,0,0,0,0,102.1755636,464.55007,159.3051854,12.63459,-65.20259709,12.08526,59.997,0.01,8.509487758,3.141412628,0,-76.35808536,127698.1641,163.6653942,127648.0176,43.65938399,127748.3107,102.9433271,456.31012,-20.54626653,476.45222,-136.4842764,454.84524,-76.3466262,127698.1641,0,0,0,0,101.9291918,462.16964,159.2192417,12.08526,-68.4741861,12.8177,59.999,0.01,8.611778589,3.13948738,0,-69.10675436,130485.9375,170.9555095,130335.4922,50.90789973,130579.9063,-69.45831786,452.1217346,167.0828332,471.5023193,51.06170876,449.2607117,-69.08478164,130464.0938,0,0,0,0,-70.48004586,457.4031982,-12.98858655,12.29095459,120.5117894,12.17651367,59.99900055,0.01,8.855909709,-0.005615509,0,0,0,0,0,0,0,0,0,0,0,0,0,Attack
